fips,Adult smoking percentage,Adult obesity percentage,Excessive drinking percentage
55079,18,32,25
55081,16,38,25
55083,16,37,25
55085,15,35,25
55087,15,33,28
55089,13,24,25
55091,16,32,24
55093,15,27,29
55095,16,33,24
55097,16,32,27
55099,15,29,22
55101,15,36,26
55103,16,34,23
55105,17,36,23
55107,17,27,23
55109,14,28,28
55111,18,31,26
55113,20,36,22
55115,17,36,23
55117,15,29,27
55119,17,33,25
55121,15,30,26
55123,17,32,24
55125,17,31,23
55127,15,29,25
55129,16,30,22
55131,14,33,28
55133,12,26,24
55135,15,37,24
55137,16,36,23
55139,15,37,26
55141,16,29,25
56001,16,24,21
56003,16,33,17
56005,18,32,20
56007,17,30,19
56009,15,32,19
56011,14,27,18
56013,19,29,17
56015,16,32,18
56017,15,33,17
56019,15,24,17
56021,17,30,18
56023,15,27,18
56025,18,32,18
56027,18,27,17
56029,13,25,18
56031,14,30,17
56033,15,28,22
56035,14,30,19
56037,18,30,23
56039,15,12,26
56041,17,36,19
56043,17,29,17
56045,17,33,18
