,Active.Physicians.per.100.000.Population..2018..AAMC.,Total.Active.Patient.Care.Physicians.per.100.000.Population..2018..AAMC.,Active.Primary.Care.Physicians.per.100.000.Population..2018..AAMC.,Active.Patient.Care.Primary.Care.Physicians.per.100.000.Population..2018..AAMC.,Active.General.Surgeons.per.100.000.Population..2018..AAMC.,Active.Patient.Care.General.Surgeons.per.100.000.Population..2018..AAMC.,Percentage.of.Active.Physicians.Who.Are.Female..2018..AAMC.,Percentage.of.Active.Physicians.Who.Are.International.Medical.Graduates..IMGs...2018..AAMC.,Percentage.of.Active.Physicians.Who.Are.Age.60.or.Older..2018..AAMC.,MD.and.DO.Student.Enrollment.per.100.000.Population..AY.2018.2019..AAMC.,Student.Enrollment.at.Public.MD.and.DO.Schools.per.100.000.Population..AY.2018.2019..AAMC.,Percentage.Change.in.Student.Enrollment.at.MD.and.DO.Schools..2008.2018..AAMC.,Percentage.of.MD.Students.Matriculating.In.State..AY.2018.2019..AAMC.,Total.Residents.Fellows.in.ACGME.Programs.per.100.000.Population.as.of.December.31..2018..AAMC.,Total.Residents.Fellows.in.Primary.Care.ACGME.Programs.per.100.000.Population.as.of.Dec..31..2018..AAMC.,Percentage.of.Residents.in.ACGME.Programs.Who.Are.IMGs.as.of.December.31..2018..AAMC.,Ratio.of.Residents.and.Fellows..GME..to.Medical.Students..UME...AY.2017.2018..AAMC.,Percent.Change.in.Residents.and.Fellows.in.ACGME.Accredited.Programs..2008.2018..AAMC.,Percentage.of.Physicians.Retained.in.State.from.Undergraduate.Medical.Education..UME...2018..AAMC.,All.Specialties..AAMC.,State.Local.Government.hospital.beds.per.1000.people..2019.,Non.profit.hospital.beds.per.1000.people..2019.,For.profit.hospital.beds.per.1000.people..2019.,Total.hospital.beds.per.1000.people..2019.,Total.nurse.practitioners..2019.,Total.physician.assistants..2019.,Total.Hospitals..2019.,Total.Primary.Care.Physicians..2019.,Surgery.specialists..2019.,Emergency.Medicine.specialists..2019.,Total.Specialist.Physicians..2019.,ICU.Beds,Length.of.Life.rank,Quality.of.Life.rank,Health.Behaviors.rank,Clinical.Care.rank,Social...Economic.Factors.rank,Physical.Environment.rank,Adult.smoking.percentage,Adult.obesity.percentage,Excessive.drinking.percentage,Population.per.sq.mile,House.per.sq.mile,Share.of.Tests.with.Positive.COVID.19.Results,Number.of.Tests.with.Results.per.1.000.Population
2288,240.4,219.1,92.8,84.8,9.2,8.6,31.8,16.0,29.9,31.3,31.3,31.4,85.1,17.1,10.1,25.2,0.6,55.7,41.5,2.404121350687623,0.2,4.3,0.2,4.8,0.5361383305500983,0.45792787622789777,0.06460863605108055,1.2275640844793712,0.1394186355599214,0.06574212082514735,1.0858784788801574,0.0,61.0,61.0,61.0,45.0,59.0,45.0,36.0,48.0,17.0,4.1,1.3,0.144405,29.2
1847,255.0,223.5,86.2,78.1,7.1,6.2,35.6,15.7,28.6,28.2,11.4,47.4,57.1,35.6,11.9,10.5,1.3,27.2,38.2,2.5502666700396324,0.6,1.3,0.1,2.1,0.45427317252719446,0.40852804705287127,0.01078621907412092,1.2904940669533687,0.15302948300868538,0.15996348098490598,1.442560494139472,0.0,78.0,90.0,83.0,70.0,97.0,55.0,19.0,42.0,12.0,38.0,18.6,0.075151,20.1
2648,216.2,199.9,65.3,62.2,5.8,5.4,24.6,9.3,26.5,16.6,16.6,21.5,43.5,26.0,8.8,6.1,1.6,20.2,43.8,2.1615859010045124,0.3,1.0,0.6,1.8,0.3818285061968139,0.2524433702763333,0.017082634079490948,0.9695976566120672,0.09996504385678094,0.13476300219212822,1.1692113990668527,0.06255100038952213,5.0,5.0,7.0,3.0,2.0,26.0,9.0,26.0,11.0,1025.8,326.6,0.042223000000000004,48.9
2377,253.1,225.8,85.1,77.8,8.1,7.4,30.3,17.4,33.3,42.4,14.8,36.7,69.7,38.4,13.2,17.7,0.9,21.1,34.1,2.5307200431790586,0.5,1.6,0.8,2.9,0.8490386277155579,0.1760706409391445,0.01698668101470787,1.31107635002024,0.17326414586425584,0.12289494400215896,1.4923168506274458,0.0,72.0,92.0,95.0,91.0,92.0,67.0,28.0,37.0,14.0,47.2,15.7,0.055886,42.9
1855,237.6,217.1,87.0,79.6,10.5,9.7,30.3,26.1,28.5,40.8,40.8,25.0,90.6,19.9,11.7,46.4,0.5,34.8,33.7,2.376075056018385,0.45268662098809886,4.2,0.1,4.3,0.601254872881356,0.298653952168917,0.051310590922148805,1.4630096681987936,0.19603277032461935,0.08683330767020969,1.188037527721919,0.0,47.0,46.0,46.0,40.0,46.0,38.0,30.0,38.0,20.0,4.8,2.1,0.10913384179970963,64.2
1491,273.1,236.3,86.6,79.0,7.0,6.3,34.2,20.9,30.2,71.3,15.0,14.8,67.4,49.4,15.7,19.5,0.7,17.8,21.3,2.7311076621271075,0.4,2.2,0.4,3.1,0.5577453312797233,0.1085456966061392,0.01991364661694769,1.5359624135322092,0.18199767174664938,0.17824345968439256,1.773457133052313,0.0,50.0,73.0,92.0,89.0,58.0,69.0,21.0,37.0,18.0,27.6,11.7,0.081697,20.2
2974,264.9,238.3,94.6,86.4,7.9,7.1,35.0,19.3,29.2,30.4,13.1,14.8,70.4,34.6,12.0,16.3,1.1,17.9,36.5,2.6488036264764356,0.0,2.0,0.1,2.1,0.5230866827271664,0.31650098526488124,0.022877516869372005,1.4617529201263009,0.1556703215413402,0.15291813910653726,1.581988891942463,0.15202900245585313,24.0,57.0,36.0,6.0,24.0,63.0,15.0,37.0,26.0,384.3,168.8,0.085163,22.0
1953,292.7,248.6,93.7,83.7,8.3,7.1,34.9,25.1,28.9,46.3,37.8,22.8,74.5,58.5,20.2,22.3,1.3,25.9,40.2,2.927171373704791,0.3,2.4,0.2,2.8,0.5166200404952253,0.19128372428437163,0.016596172853114884,1.6759568163094811,0.2090775590313635,0.24620507977211284,1.9489381954677836,0.556954387756286,59.0,68.0,66.0,39.0,56.0,75.0,20.0,37.0,18.0,129.5,57.3,0.113883,19.3
2149,320.5,273.3,100.8,88.2,8.7,7.2,35.6,23.5,33.3,64.0,23.496392711045306,17.8,63.0,69.7,25.1,22.3,1.2,22.1,31.3,3.2045606093196883,0.0,2.5,0.3,2.9,0.5468077763737907,0.442646477819683,0.015538304655021075,1.897547134258679,0.23408963495799293,0.2469731538587675,2.0900190989939524,0.24114282407184126,53.0,14.0,17.0,24.0,13.0,33.0,16.0,34.0,19.0,242.5,108.5,0.10913384179970963,23.7
507,228.7,202.9,79.1,71.9,7.0,6.1,35.6,22.5,30.8,28.6,9.2,39.2,68.9,25.5,10.5,25.7,0.9,30.7,43.9,2.2866160141748226,0.3,1.8,0.3,2.4,0.4577224623692204,0.3162705362807965,0.013783957813027338,1.1905537107661155,0.13926550514681066,0.13166056294296322,1.2156500202497469,0.0,100.0,15.0,5.0,8.0,65.0,3.0,14.0,26.0,15.0,62.9,46.4,0.128994,25.8
1861,237.6,217.1,87.0,79.6,10.5,9.7,30.3,26.1,28.5,40.8,40.8,25.0,90.6,19.9,11.7,46.4,0.5,34.8,33.7,2.376075055401662,0.45268662098809886,4.2,0.1,4.3,0.6012548728070175,0.29865395221606644,0.051310590951061864,1.4630096687442289,0.19603277031394273,0.08683330771006463,1.188037527700831,0.0,44.0,5.0,27.0,37.0,32.0,7.0,17.0,33.0,21.0,1.8,1.1,0.10913384179970963,64.2
1692,244.8,213.8,91.1,82.1,7.7,7.3,38.4,19.3,38.5,44.2,21.5,187.0,71.0,29.1,11.1,21.5,0.7,14.4,38.0,2.4477099664991626,0.3,0.7,0.7,1.8,0.4877285213948531,0.25388607961017207,0.01956640837520938,1.4011457326024062,0.1236024335008375,0.18611949444190648,1.3811020947160042,0.1827318410232983,13.0,25.0,4.0,10.0,23.0,8.0,16.0,19.0,17.0,15.0,9.2,0.10913384179970963,52.6
1935,292.7,248.6,93.7,83.7,8.3,7.1,34.9,25.1,28.9,46.3,37.8,22.8,74.5,58.5,20.2,22.3,1.3,25.9,40.2,2.927171373176288,0.3,2.4,0.2,2.8,0.5166200405538591,0.1912837241691306,0.016596172846687022,1.675956815795001,0.20907755901313557,0.2462050797343803,1.948938194949348,0.1938829916145606,27.0,25.0,18.0,74.0,34.0,13.0,17.0,31.0,20.0,115.9,47.8,0.113883,19.3
2402,253.1,225.8,85.1,77.8,8.1,7.4,30.3,17.4,33.3,42.4,14.8,36.7,69.7,38.4,13.2,17.7,0.9,21.1,34.1,2.5307200432818973,0.5,1.6,0.8,2.9,0.8490386277756868,0.1760706409672563,0.016986680955965373,1.3110763500188183,0.17326414584117425,0.12289494401580729,1.4923168503951822,0.11290929619872037,62.0,43.0,9.0,19.0,42.0,49.0,20.0,34.0,13.0,150.2,71.3,0.055886,42.9
1477,273.1,236.3,86.6,79.0,7.0,6.3,34.2,20.9,30.2,71.3,15.0,14.8,67.4,49.4,15.7,19.5,0.7,17.8,21.3,2.7311076622197668,0.4,2.2,0.4,3.1,0.5577453311493527,0.10854569659772656,0.019913646589832648,1.5359624135617305,0.18199767173192297,0.17824345966214084,1.7734571329333755,0.0,35.0,78.0,91.0,40.0,70.0,54.0,20.0,39.0,17.0,41.8,21.5,0.081697,20.2
243,285.7,262.5,95.4,88.9,7.8,7.1,38.8,8.3,29.5,30.0,14.4,109.7,31.5,28.5,11.4,3.4,0.9,40.3,42.9,2.85696025888627,0.4,1.1,0.4,1.9,0.5082903114570448,0.3945175578220178,0.015626196107662145,1.2676532123019113,0.1200934622027213,0.16662090006301492,1.279767903528835,0.1575372838238383,4.0,1.0,1.0,4.0,1.0,49.0,11.0,20.0,21.0,339.7,127.2,0.181187,19.3
1230,287.0,249.7,97.8,87.6,7.9,6.7,35.0,29.2,31.6,52.9,49.9,56.1,71.5,69.0,23.6,26.8,1.4,49.5,43.4,2.8703725470654655,0.1,2.2,0.3,2.5,0.44218063080397263,0.3784545987049796,0.014405884801944834,1.852356687674263,0.2099857792013273,0.3340364539023435,2.0311297163398394,0.21314837431158837,63.0,78.0,81.0,9.0,48.0,55.0,20.0,36.0,20.0,344.9,147.3,0.15698099999999998,30.9
2699,263.2,231.8,90.3,81.7,7.3,6.3,37.7,22.0,31.1,43.2,25.3,46.4,46.5,28.8,11.2,18.4,0.7,15.7,31.4,2.6320531927490234,0.2,1.5,0.5,2.1,0.5257297023925781,0.2467806687011719,0.011270668029785156,1.3565892608642578,0.13700905822753906,0.15661532446289061,1.3797176110839844,0.0,113.0,121.0,129.0,110.0,123.0,127.0,20.0,42.0,15.0,30.8,14.4,0.165721,18.9
1467,273.1,236.3,86.6,79.0,7.0,6.3,34.2,20.9,30.2,71.3,15.0,14.8,67.4,49.4,15.7,19.5,0.7,17.8,21.3,2.7311076618264294,0.4,2.2,0.4,3.1,0.5577453312130138,0.10854569660314398,0.019913646601840508,1.5359624135144294,0.18199767173283976,0.17824345968351624,1.773457133136943,0.0,91.0,52.0,65.0,53.0,62.0,43.0,21.0,33.0,17.0,63.2,27.2,0.081697,20.2
991,230.9,214.6,77.3,72.9,8.3,7.6,31.4,20.8,31.6,40.3,28.3,32.1,88.3,31.4,10.8,18.4,0.7,25.4,44.9,2.3093266898954705,0.4,2.4,0.5,3.2,0.6566105735727686,0.22066054038238186,0.02349833342267489,1.2266130041097116,0.17612560372554276,0.15576038144375948,1.4448118140802286,0.2680246582685607,98.0,92.0,77.0,63.0,83.0,11.0,22.0,44.0,14.0,89.2,40.6,0.061943,24.8
818,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552137265,0.9,2.0,0.1,3.0,0.6089707538580825,0.270266416797979,0.03738738238163127,1.4017099974988119,0.16729269410469974,0.11057793606963306,1.2949341682299091,0.0,54.0,72.0,48.0,46.0,98.0,28.0,15.0,35.0,20.0,71.0,29.4,0.15503,27.2
912,227.6,206.5,88.0,80.5,6.8,6.3,33.3,17.1,30.8,30.0,30.0,21.7,76.7,28.6,10.0,19.3,1.0,14.0,37.7,2.276142407790417,1.1,1.4,0.8,3.3,0.5639694934505344,0.2857628614270941,0.04774163185108584,1.4126714534643225,0.15971121458117893,0.10097870337814548,1.3096319601861426,0.0,82.0,22.0,63.0,14.0,26.0,37.0,17.0,33.0,17.0,8.5,3.9,0.12959,19.8
518,228.7,202.9,79.1,71.9,7.0,6.1,35.6,22.5,30.8,28.6,9.2,39.2,68.9,25.5,10.5,25.7,0.9,30.7,43.9,2.2866160140925538,0.3,1.8,0.3,2.4,0.45772246238811654,0.31627053627880397,0.013783957912778517,1.1905537111026472,0.1392655052370977,0.13166056294039227,1.215650020567511,0.0,157.0,152.0,118.0,27.0,148.0,157.0,20.0,58.0,11.0,20.5,10.5,0.128994,25.8
711,230.8,212.0,80.3,74.4,6.5,6.1,31.8,21.7,31.1,32.1,22.3,78.0,76.3,22.3,9.7,15.0,0.7,12.2,51.1,2.3084700595155767,0.4,1.9,0.4,2.7,0.5159986478424313,0.1262724753773139,0.01972540443755406,1.211916893918594,0.12373208238458665,0.13673291713028812,1.3009800836479763,0.3881001876505695,62.0,82.0,47.0,81.0,91.0,92.0,19.0,36.0,17.0,994.1,418.4,0.16532,22.9
106,207.6,188.2,79.9,75.0,7.0,6.5,27.9,18.2,33.3,34.2,23.7,66.2,93.0,29.6,14.0,30.7,0.8,25.8,57.9,2.075767504546373,0.3,2.2,0.7,3.2,0.4330045706203273,0.06934709213982623,0.02919877564491143,1.165628395635482,0.12276757937630497,0.10849999582407222,1.2067721250084191,0.0,50.0,33.0,50.0,68.0,42.0,74.0,20.0,43.0,14.0,25.2,12.6,0.056874,24.3
519,228.7,202.9,79.1,71.9,7.0,6.1,35.6,22.5,30.8,28.6,9.2,39.2,68.9,25.5,10.5,25.7,0.9,30.7,43.9,2.286616014421662,0.3,1.8,0.3,2.4,0.45772246237614045,0.31627053629942115,0.01378395786323948,1.1905537108800157,0.13926550515059355,0.13166056288629452,1.2156500206023741,0.0,66.0,89.0,141.0,33.0,107.0,51.0,20.0,36.0,14.0,31.2,13.3,0.128994,25.8
102,207.6,188.2,79.9,75.0,7.0,6.5,27.9,18.2,33.3,34.2,23.7,66.2,93.0,29.6,14.0,30.7,0.8,25.8,57.9,2.07576750481784,0.3,2.2,0.7,3.2,0.4330045706157658,0.06934709213545012,0.02919877562631917,1.1656283958887768,0.12276757942552996,0.10849999587042304,1.2067721253556025,0.0,48.0,63.0,59.0,62.0,55.0,29.0,22.0,46.0,13.0,17.7,9.0,0.056874,24.3
571,284.4,240.5,99.6,87.2,7.0,5.8,38.7,30.7,30.4,44.7,13.4,2.5,62.6,49.1,19.8,25.9,1.2,7.1,30.9,2.844342866076876,0.1,2.2,0.2,2.5,0.38952741839536303,0.19558781513117754,0.014676934716290422,1.7261488041488713,0.16113233724832215,0.20767470256253812,1.678350657413057,0.0,9.0,18.0,42.0,25.0,12.0,2.0,17.0,23.0,23.0,22.7,8.1,0.17307899999999998,38.6
741,230.8,212.0,80.3,74.4,6.5,6.1,31.8,21.7,31.1,32.1,22.3,78.0,76.3,22.3,9.7,15.0,0.7,12.2,51.1,2.3084700586942692,0.4,1.9,0.4,2.7,0.5159986480078644,0.12627247536575492,0.019725404441103333,1.2119168938298732,0.12373208237437114,0.1367329171341005,1.300980083559822,0.05782686636211184,3.0,21.0,30.0,37.0,20.0,13.0,19.0,30.0,18.0,110.7,62.7,0.16532,22.9
496,228.7,202.9,79.1,71.9,7.0,6.1,35.6,22.5,30.8,28.6,9.2,39.2,68.9,25.5,10.5,25.7,0.9,30.7,43.9,2.2866160138732052,0.3,1.8,0.3,2.4,0.45772246233263425,0.316270536376835,0.013783957896434908,1.1905537110824327,0.13926550524278108,0.13166056283271496,1.2156500204871754,0.0,152.0,153.0,157.0,117.0,135.0,117.0,24.0,32.0,14.0,13.2,5.2,0.128994,25.8
254,285.7,262.5,95.4,88.9,7.8,7.1,38.8,8.3,29.5,30.0,14.4,109.7,31.5,28.5,11.4,3.4,0.9,40.3,42.9,2.8569602590683396,0.4,1.1,0.4,1.9,0.5082903114783199,0.394517557946549,0.015626196105702365,1.2676532122440465,0.1200934622125939,0.1666209000522204,1.2797679035835605,0.16200388464634036,12.0,2.0,8.0,7.0,16.0,58.0,12.0,21.0,22.0,699.5,300.9,0.181187,19.3
268,285.7,262.5,95.4,88.9,7.8,7.1,38.8,8.3,29.5,30.0,14.4,109.7,31.5,28.5,11.4,3.4,0.9,40.3,42.9,2.8569602587890626,0.4,1.1,0.4,1.9,0.5082903115234375,0.3945175578884549,0.015626196126302082,1.2676532123480901,0.12009346218532985,0.16662090006510416,1.2797679036458334,27.452256944444443,55.0,53.0,56.0,48.0,53.0,50.0,16.0,35.0,15.0,14.9,7.1,0.181187,19.3
445,228.7,202.9,79.1,71.9,7.0,6.1,35.6,22.5,30.8,28.6,9.2,39.2,68.9,25.5,10.5,25.7,0.9,30.7,43.9,2.286616015109598,0.3,1.8,0.3,2.4,0.45772246233241126,0.31627053628431584,0.013783957863375185,1.1905537114279634,0.1392655052138753,0.13166056288572037,1.2156500202170675,0.0,154.0,139.0,129.0,39.0,121.0,94.0,20.0,40.0,15.0,26.9,11.4,0.128994,25.8
2733,263.2,231.8,90.3,81.7,7.3,6.3,37.7,22.0,31.1,43.2,25.3,46.4,46.5,28.8,11.2,18.4,0.7,15.7,31.4,2.632053192856569,0.2,1.5,0.5,2.1,0.5257297022677984,0.24678066869260218,0.011270668023240248,1.3565892610243917,0.13700905820771642,0.15661532447990575,1.379717611181022,0.18742134996920934,88.0,34.0,49.0,26.0,41.0,41.0,16.0,31.0,19.0,169.2,72.8,0.165721,18.9
2039,206.7,189.1,73.9,68.5,6.2,5.8,29.9,18.3,33.8,29.0,29.0,13.1,82.2,29.1,12.0,18.0,1.2,52.9,48.2,2.0671662930425914,0.5,1.5,0.8,2.8,0.2868316866682354,0.3266482866630062,0.031701114780244205,1.2198588971684055,0.11361679540879023,0.14760039046199702,1.1823247771067011,0.3137500980469056,41.0,49.0,40.0,9.0,23.0,23.0,19.0,33.0,14.0,52.0,23.0,0.044462,27.6
1760,255.0,223.5,86.2,78.1,7.1,6.2,35.6,15.7,28.6,28.2,11.4,47.4,57.1,35.6,11.9,10.5,1.3,27.2,38.2,2.550266670914845,0.6,1.3,0.1,2.1,0.45427317253977356,0.4085280471123007,0.010786219057329172,1.2904940665689586,0.1530294829754243,0.15996348093629856,1.4425604942755794,0.1699271437371227,82.0,71.0,57.0,29.0,78.0,41.0,18.0,39.0,14.0,57.7,29.8,0.075151,20.1
1372,191.3,174.8,65.9,61.2,7.1,6.7,27.2,15.4,33.7,35.0,21.1,135.1,85.1,26.1,10.9,19.0,0.7,58.2,53.2,1.913257191612067,1.6,1.6,0.8,4.0,0.6984694612450495,0.035827532294271165,0.03314883828226233,1.0768349891409488,0.13393470014417902,0.125898618126403,1.1320830529447192,0.4380121548372967,3.0,8.0,11.0,2.0,5.0,43.0,18.0,32.0,18.0,75.0,36.0,0.100852,33.6
2918,264.9,238.3,94.6,86.4,7.9,7.1,35.0,19.3,29.2,30.4,13.1,14.8,70.4,34.6,12.0,16.3,1.1,17.9,36.5,2.6488036265422625,0.0,2.0,0.1,2.1,0.5230866827696273,0.31650098526793935,0.022877516849794367,1.4617529200171875,0.1556703215886072,0.15291813909520596,1.5819888920262721,0.0,56.0,35.0,50.0,57.0,54.0,27.0,16.0,38.0,25.0,29.2,15.4,0.085163,22.0
401,228.7,202.9,79.1,71.9,7.0,6.1,35.6,22.5,30.8,28.6,9.2,39.2,68.9,25.5,10.5,25.7,0.9,30.7,43.9,2.286616014745034,0.3,1.8,0.3,2.4,0.4577224623942183,0.31627053635721036,0.013783957852457175,1.19055371103169,0.13926550520898706,0.13166056291412603,1.2156500205452756,0.1572275108506801,7.0,5.0,6.0,11.0,10.0,39.0,13.0,29.0,17.0,2026.4,843.7,0.128994,25.8
1312,302.7,265.0,104.9,96.0,7.4,6.6,37.2,17.2,27.9,24.2,18.1,29.7,54.3,41.9,13.4,17.5,1.7,7.0,52.0,3.026814863715929,0.3,2.2,0.4802056555269882,2.5,0.5132611167791947,0.3229267859464866,0.02263338959739935,1.5661592688172044,0.17696815578894723,0.16734450987746938,1.6721975898974746,0.0,50.0,1.0,81.0,65.0,65.0,11.0,15.0,37.0,21.0,9.5,4.5,0.105847,21.6
206,279.6,243.8,96.2,87.1,7.2,6.2,37.8,24.0,33.7,19.8,8.8,27.5,40.3,29.4,10.6,10.7,1.5,22.7,62.8,2.7960379755577067,0.3,1.2,0.3,1.8,0.3896651026542361,0.20014134019393076,0.009075500962861072,1.3685299290731965,0.1356774753907201,0.152943679136878,1.4857277633433525,0.38152167144983895,6.0,8.0,11.0,4.0,15.0,4.0,10.0,18.0,23.0,17179.2,8041.8,0.066762,27.0
222,279.6,243.8,96.2,87.1,7.2,6.2,37.8,24.0,33.7,19.8,8.8,27.5,40.3,29.4,10.6,10.7,1.5,22.7,62.8,2.7960379746603348,0.3,1.2,0.3,1.8,0.38966510258713954,0.2001413401419168,0.00907550096261391,1.3685299294083133,0.1356774754029227,0.15294367918370338,1.4857277636186947,0.11001301820715452,43.0,16.0,31.0,6.0,22.0,34.0,11.0,33.0,21.0,24.9,14.1,0.066762,27.0
245,285.7,262.5,95.4,88.9,7.8,7.1,38.8,8.3,29.5,30.0,14.4,109.7,31.5,28.5,11.4,3.4,0.9,40.3,42.9,2.8569602594921104,0.4,1.1,0.4,1.9,0.5082903114913933,0.3945175578828222,0.01562619610957952,1.2676532122725033,0.12009346221086607,0.1666209000134481,1.2797679036108123,0.13308006096467634,44.0,28.0,29.0,16.0,39.0,51.0,14.0,22.0,17.0,292.6,118.9,0.181187,19.3
1835,255.0,223.5,86.2,78.1,7.1,6.2,35.6,15.7,28.6,28.2,11.4,47.4,57.1,35.6,11.9,10.5,1.3,27.2,38.2,2.5502666692861404,0.6,1.3,0.1,2.1,0.4542731726023953,0.40852804702480117,0.010786219061389999,1.2904940665765567,0.1530294829786565,0.15996348096690033,1.4425604942947852,0.1257347625184673,70.0,77.0,74.0,94.0,76.0,72.0,19.0,35.0,14.0,67.1,28.8,0.075151,20.1
2595,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.2483920458744824,0.3,1.0,1.0,2.3,0.3449255613889774,0.20357576317298504,0.01822182510353616,1.06975701369863,0.12114203810130615,0.11354670755017522,1.1810390589359667,0.0,105.0,142.0,102.0,231.0,104.0,61.0,15.0,28.0,20.0,5.2,1.8,0.072184,20.3
1367,191.3,174.8,65.9,61.2,7.1,6.7,27.2,15.4,33.7,35.0,21.1,135.1,85.1,26.1,10.9,19.0,0.7,58.2,53.2,1.9132571913805698,1.6,1.6,0.8,4.0,0.69846946128561,0.035827532261991715,0.03314883826393961,1.0768349890430973,0.13393470014609204,0.12589861815193573,1.132083052714877,0.0,38.0,53.0,50.0,41.0,46.0,55.0,19.0,45.0,12.0,25.2,12.1,0.100852,33.6
540,192.6,181.6,73.9,68.9,5.8,5.5,26.3,5.5,29.4,9.2,23.496392711045306,44.53799567411594,69.85761183261238,8.0,8.0,11.3,0.7,182.0,40.9897776183638,1.9262253966488092,0.4,1.1,0.4,1.9,0.3921997847741626,0.35229573690245947,0.02565260219590258,0.9217835059133621,0.08493861617060605,0.0974798883221798,0.7952306681842299,0.29951905796977424,26.0,21.0,8.0,5.0,13.0,25.0,14.0,29.0,15.0,55.9,21.3,0.069216,18.5
2458,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.2483920459791773,0.3,1.0,1.0,2.3,0.34492556131342156,0.20357576315541526,0.01822182510481933,1.0697570139445047,0.12114203808828378,0.11354670754228105,1.181039058745937,0.0,56.0,84.0,81.0,226.0,98.0,229.0,15.0,28.0,21.0,58.8,22.3,0.072184,20.3
2537,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.2483920460314772,0.3,1.0,1.0,2.3,0.34492556141712527,0.2035757631549769,0.018221825111898272,1.06975701413974,0.1211420380950158,0.1135467075355536,1.181039058478884,0.20424717409445556,70.0,27.0,147.0,65.0,41.0,238.0,15.0,39.0,21.0,208.3,78.3,0.072184,20.3
92,242.0,224.0,78.1,73.2,6.9,6.1,32.6,24.8,32.1,31.7,11.7,54.7,49.1,25.8,9.5,19.0,0.8,37.8,41.7,2.4200859881836982,0.1,1.3,0.5,1.9,0.4745075258427463,0.27050972674682144,0.01157335428790855,1.1903822358968041,0.1365098053745983,0.15240573780667963,1.2924508547522648,0.2848693017718678,6.0,4.0,3.0,1.0,8.0,10.0,15.0,25.0,17.0,106.7,48.0,0.095311,17.6
2106,320.5,273.3,100.8,88.2,8.7,7.2,35.6,23.5,33.3,64.0,23.496392711045306,17.8,63.0,69.7,25.1,22.3,1.2,22.1,31.3,3.204560609195538,0.0,2.5,0.3,2.9,0.5468077763539965,0.4426464777870519,0.015538304656548676,1.8975471344767998,0.23408963497642923,0.24697315389769933,2.0900190987856058,0.18809588187578619,50.0,52.0,61.0,41.0,31.0,27.0,20.0,37.0,19.0,87.7,44.1,0.10913384179970963,23.7
205,279.6,243.8,96.2,87.1,7.2,6.2,37.8,24.0,33.7,19.8,8.8,27.5,40.3,29.4,10.6,10.7,1.5,22.7,62.8,2.7960379749258535,0.3,1.2,0.3,1.8,0.38966510257333625,0.20014134018910298,0.009075500962503634,1.3685299294363404,0.13567747541099323,0.15294367918060972,1.4857277634143333,0.17048697060804627,11.0,17.0,13.0,25.0,13.0,46.0,11.0,20.0,22.0,735.8,276.9,0.066762,27.0
2663,216.2,199.9,65.3,62.2,5.8,5.4,24.6,9.3,26.5,16.6,16.6,21.5,43.5,26.0,8.8,6.1,1.6,20.2,43.8,2.161585901080295,0.3,1.0,0.6,1.8,0.3818285061884435,0.25244337037655307,0.017082634082941837,0.9695976564996543,0.09996504387952211,0.13476300217012854,1.1692113991367181,0.09539026542341354,1.0,9.0,3.0,1.0,3.0,10.0,9.0,15.0,16.0,19.4,14.2,0.042223000000000004,48.9
1945,292.7,248.6,93.7,83.7,8.3,7.1,34.9,25.1,28.9,46.3,37.8,22.8,74.5,58.5,20.2,22.3,1.3,25.9,40.2,2.9271713741864174,0.3,2.4,0.2,2.8,0.5166200405256048,0.1912837242249339,0.01659617285342681,1.6759568162281049,0.2090775590300649,0.2462050797673406,1.948938195661639,0.06698447076686055,7.0,3.0,4.0,7.0,9.0,28.0,16.0,29.0,20.0,409.0,164.2,0.113883,19.3
739,230.8,212.0,80.3,74.4,6.5,6.1,31.8,21.7,31.1,32.1,22.3,78.0,76.3,22.3,9.7,15.0,0.7,12.2,51.1,2.3084700588320017,0.4,1.9,0.4,2.7,0.5159986479349709,0.1262724753758711,0.019725404437698275,1.2119168939805225,0.12373208238696166,0.13673291711446206,1.3009800835392267,0.2732936688197776,44.0,64.0,60.0,10.0,64.0,91.0,19.0,33.0,20.0,583.0,250.8,0.16532,22.9
2979,207.9,199.6,79.8,76.2,10.6,10.4,26.0,13.4,33.6,39.443566111307916,23.496392711045306,44.53799567411594,69.85761183261238,7.3,7.3,35.7,0.9911733427862293,5.0,40.9897776183638,2.078800561752722,2.6,0.5,0.4,3.5,0.49503493801349274,0.27867351406051694,0.050195850377396295,1.08699979426892,0.11596972326497895,0.1280859629951239,0.9416049168392225,0.40077483134059183,20.0,19.0,19.0,20.0,20.0,13.0,17.0,30.0,19.0,2.0,1.1,0.044824,26.0
