fips,Population per sq mile,House per sq mile
48185,33.8,13.9
48187,184.9,70.3
48189,36.1,13.5
48191,3.8,2.2
48193,10.2,5.5
48195,6.1,2.5
48197,6,3.5
48199,61.3,25.4
48201,2402.4,938.5
48203,72.9,30.8
48205,4.1,1.3
48207,6.5,3.8
48209,231.7,87.6
48211,4.2,1.8
48213,89.9,45.3
48215,493.2,158.1
48217,36.6,16.8
48219,25.2,10.2
48221,121.7,59.3
48223,45.8,19.6
48225,19.3,9.4
48227,38.9,14.6
48229,0.8,0.3
48231,102.5,43.7
48233,25,12
48235,1.5,0.8
48237,9.9,4.5
48239,17,7.9
48241,38,17.9
48243,1,0.7
48245,287.9,119.2
48247,4.7,2.1
48249,47.2,18.7
48251,208.3,78.3
48253,21.8,8
48255,19.8,7.6
48257,132.4,49.1
48259,50.4,21.2
48261,0.3,0.2
48263,0.9,0.6
48265,45,21.6
48267,3.7,2.7
48269,0.3,0.2
48271,2.6,1.4
48273,36.4,14.5
48275,4.4,2.4
48277,54.9,24.8
48279,13.8,6
48281,27.6,12.2
48283,4.6,1.8
48285,19.9,10.7
48287,26.4,11.9
48289,15.7,8.9
48291,65.3,24.8
48293,25.8,11.6
48295,3.5,1.6
48297,11.1,5.8
48299,20.7,15.3
48301,0.1,0.1
48303,311.3,128.5
48305,6.6,3
48307,7.8,4
48309,226.5,91.7
48311,0.6,0.4
48313,29.3,10.9
48315,27.7,16.3
48317,5.2,2
48319,4.3,2.9
48321,33.4,17.1
48323,42.4,13.7
48325,34.7,13.6
48327,2.5,1.9
48329,152,60.4
48331,24.3,11.1
48333,6.6,3.8
48335,10.3,4.5
48337,21.2,10.9
48339,437.5,170.5
48341,24.3,8.8
48343,51.3,23.9
48345,1.2,0.8
48347,68.2,29
48349,47.3,20
48351,15.5,7.6
48353,16.7,7.8
48355,405.8,168.2
48357,11.1,4.4
48359,1.4,0.6
48361,245.3,105.8
48363,29.5,16
48365,29.7,13.6
48367,129.4,51.6
48369,11.7,4.3
48371,3.3,1.2
48373,43,21.5
48375,133.3,52
48377,2,1
48379,47.6,23
48381,132.4,56.6
48383,2.9,1.2
48385,4.7,3.7
48387,12.4,6.6
48389,5.2,1.8
48391,9.6,4.8
48393,1,0.5
48395,19.4,9.9
48397,616.7,219.9
48399,10,5
48401,57.7,22.9
48403,22,16.3
48405,16.7,10.1
48407,46.3,23.2
48409,93.5,38.2
48411,5.4,2.8
48413,2.6,1.1
48415,18.7,7.7
48417,3.7,1.9
48419,32,14.9
48421,3.3,1.4
48423,227.6,94.8
48425,45.5,19.7
48427,49.8,16
48429,10.7,5.5
48431,1.2,0.7
48433,1.6,1
48435,2.8,1.4
48437,8.8,3.6
48439,2094.7,827.7
48441,143.6,60.9
48443,0.4,0.3
48445,14.2,5.4
48447,1.8,1.2
48449,79.6,29.7
48451,72.4,30.6
48453,1034.4,445.6
48455,21,12.6
48457,23.5,11.4
48459,67.4,28.5
48461,2.7,1.2
48463,17,7
48465,15.5,5.9
48467,62.4,27.1
48469,98.4,40.1
48471,86.5,30.7
48473,84.1,30.8
48475,12.8,5.6
48477,55.8,25.7
48479,74.5,21.9
48481,38,15.8
48483,5.9,3
48485,209.5,88.5
48487,13.9,6.5
48489,37.5,11.9
48491,378,145.6
48493,53.4,20.9
48495,8.5,3.6
48497,65.4,26.3
48499,65,32.3
48501,9.9,3.7
48503,20.3,9.4
48505,14,6.2
48507,9,3.3
49001,2.6,1.1
49003,8.7,3
49005,96.7,31.8
49007,14.5,6.5
49009,1.5,1.6
49011,1025.8,326.6
49013,5.7,2.9
49015,2.5,1
49017,1,0.7
49019,2.5,1.3
49021,14,6
49023,3,1
49025,1.8,1.5
49027,1.9,0.8
49029,15.5,4.9
49031,2.1,1.2
49033,2.2,2.8
49035,1387.1,490.4
49037,1.9,0.7
49039,17.5,6.5
49041,10.9,4.4
49043,19.4,14.2
49045,8.4,2.8
49047,7.3,2.7
49049,257.8,74
49051,20,9
49053,56.9,23.8
49055,1.1,0.6
49057,401.4,149.6
50001,48,21.9
50003,55,31
50005,48.1,24.6
50007,291.7,122.5
50009,9.5,7.6
50011,75.3,34.1
50013,85.2,61.7
50015,53.3,28.3
50017,42.1,21.6
50019,39.3,23.3
50021,66.3,36.3
50023,86.6,43.6
50025,56.7,37.9
50027,58.5,35.2
51001,73.8,46.7
51003,137.3,58.4
51005,36.5,18.1
51007,35.7,15.1
51009,68.3,29.5
51011,44.9,20.8
51013,7993.5,4058
51015,76.3,32.3
51017,8.9,6.2
51019,91.2,42.4
51021,19.1,9.1
51023,61.2,26.9
51025,30.8,14.4
51027,47.9,23
51029,29.6,12.5
51031,108.8,49.2
51033,54.1,22.2
51035,63.3,34.9
51036,39.7,17.7
51037,26.5,13.2
51041,747.1,289.5
51043,79.7,35.4
51045,15.7,8.5
51047,123.1,46.6
51049,33.8,15.6
51051,48.1,22.9
51053,55.6,22.7
51057,43.4,22.4
51059,2766.8,1043.6
51061,100.7,39.5
51063,40.2,20.5
51065,89.8,36.3
51067,81.3,42.5
51069,189.4,75.8
51071,48.6,23.4
51073,169.2,72.8
51075,77.2,30.6
51077,35.1,20.7
51079,117.8,48.1
51081,41.5,13.9
51083,44.3,22
51085,213.1,81.9
51087,1313.4,568.2
51089,141.6,68.7
51091,5.6,4.4
51093,111.8,46.4
51095,470.4,209.2
51097,22,10.8
51099,131.3,52.8
51101,58.2,23.8
51103,85.5,55.5
51105,58.8,27
51107,605.8,212.3
51109,66.8,32.9
51111,29.9,13.7
51113,41.5,18.5
51115,104.5,66
51117,52.3,29.7
51119,84.1,54.7
51121,243.9,99.7
51125,31.9,21.1
51127,87.9,34.8
51131,58.5,34.5
51133,64.5,47
51135,50.4,21.2
51137,98.2,42.9
51139,77.3,37.3
51141,38.3,20.9
51143,65.5,32.3
51145,107.8,38.6
51147,66.8,26.1
51149,134.7,45.5
51153,1195,407.6
51155,109,53.9
51157,27.7,14.4
51159,48.3,20.1
51161,368.7,159.7
51163,37.3,18.7
51165,89.9,39.6
51167,61,28.5
51169,43.3,22.3
51171,82.5,41
51173,71.4,34.2
51175,31,12.5
51177,304.9,112.5
51179,479.5,163.5
51181,25.3,12.3
51183,24.7,9.6
51185,86.9,40.1
51187,176,75.1
51191,97.8,45.6
51193,76.1,46.3
51195,102.8,44.5
51197,63.3,30.5
51199,624.8,256.2
51510,9314.3,4816.4
51515,904.6,424.5
51520,1370.6,678.6
51530,992,438
51540,4246.3,1874.2
51550,652,244.1
51570,2315.3,1041.4
51580,1090.1,560.8
51590,1002.8,522.6
51595,859.8,372.1
51600,3616.6,1391.2
51610,6169.8,2746.2
51620,1045.8,475.4
51630,2326.2,1002.6
51640,854.7,394.7
51650,2673.2,1158.6
51660,2808.2,1001.5
51670,2197.9,984.7
51678,2820.3,1019.7
51680,1538.2,651.2
51683,3827.8,1328.1
51685,5633.1,1935.5
51690,1261.5,657.6
51700,2630,1108.9
51710,4486.3,1755.7
51720,529.1,260
51730,1413.8,711.9
51735,793.3,308.6
51740,2838.9,1212.6
51750,1662.2,651.1
51760,3414.7,1644.5
51770,2279.8,1114.9
51775,1718,750.3
51790,1188.8,587.6
51800,211.4,82.6
51810,1758.9,714.3
51820,1396.8,646.1
51830,1559.3,573.7
51840,2838.1,1285.9
53001,9.7,3.2
53003,34,15.5
53005,103,40.4
53007,24.8,12.1
53009,41.1,20.5
53011,676.2,266.2
53013,4.7,2.5
53015,89.8,38.1
53017,21.1,8.8
53019,3.4,2
53021,62.9,19.7
53023,3.2,1.7
53025,33.3,13.1
53027,38.3,18.5
53029,376.6,193
53031,16.6,9.9
53033,912.9,402.4
53035,635.9,271.9
53037,17.8,9.5
53039,10.9,5.2
53041,31.4,14.2
53043,4.6,2.5
53045,63.3,33.9
53047,7.8,4.2
53049,22.4,16.7
53051,9.3,5.7
53053,476.3,194.9
53055,90.7,76.5
53057,67.5,29.7
53059,6.7,3.4
53061,341.8,137.3
53063,267.2,114.2
53065,17.6,8.5
53067,349.4,149.8
53069,15.1,7.8
53071,46.3,18.5
53073,95.5,43
53075,20.7,8.9
53077,56.6,19.9
54001,48.6,23
54003,324.4,139.4
54005,49.1,22.1
54007,28.4,14.5
54009,269.8,122.9
54011,342.8,164.3
54013,27.3,14.2
54015,27.5,13.4
54017,25.7,12.3
54019,69.6,32.7
54021,25.7,10.2
54023,25,13.3
54025,34.8,18.6
54027,37.4,21.4
54029,371.3,176
54031,24.1,13.9
54033,166.1,75.6
54035,62.9,28.7
54037,255.2,105.1
54039,214.1,102.7
54041,42.5,20.7
54043,49.7,22.6
54045,81,36.9
54047,41.5,21.2
54049,182.7,85.7
54051,108.4,52.1
54053,63.4,30.2
54055,148.6,71.9
54057,86.1,39.8
54059,63.4,30
54061,267.1,120.1
54063,28.6,16.1
54065,76.6,42.6
54067,40.6,20.2
54069,420,200.1
54071,11.1,7.4
54073,58.5,26.1
54075,9.3,9.4
54077,51.7,23.3
54079,160.5,67.8
54081,130.3,59.4
54083,28.3,13.6
54085,23.1,12.9
54087,30.9,15.2
54089,38.6,21.3
54091,97.8,43.6
54093,17,12.8
54095,35.9,19.5
54097,68.4,31.3
54099,84,38
54101,16.5,9.8
54103,46.3,22.8
54105,24.6,13.9
54107,237.4,109.8
54109,47.6,21.9
55001,32.3,27
55003,15.5,9.2
55005,53.2,27.4
55007,10.2,8.8
55009,468.2,197
55011,20.2,9.9
55013,18.8,18.6
55015,153.9,61.9
55017,61.9,27
55019,28.7,12.5
55021,74.2,34.1
55023,29.2,15.4
55025,407.7,180.4
55027,101.4,42.3
55029,57.6,49.7
55031,33.9,17.5
55033,51.6,21.1
55035,154.8,66.1
55037,9.1,9.8
55039,141.2,61
55041,9.2,8.8
55043,44.7,18.8
55045,63.1,27.2
55047,54.5,30.4
55049,31.1,14.1
55051,7.8,7.9
55053,20.7,9.8
55055,150.4,63.2
55057,34.8,19.1
55059,611.9,254.7
55061,60.1,27.2
55063,253.8,107.2
55065,26.6,11.4
55067,22.9,14.2
55069,32.7,19.1
55071,138.3,63.1
55073,86.8,37.4
55075,29.8,21.7
55077,33.8,21.7
55078,11.8,6.3
55079,3926,1731.8
55081,49.6,21.3
55083,37.7,23.6
55085,32.3,27.1
55087,277.2,114.7
55089,370.7,155.6
55091,32.2,15.4
55093,71.5,28.1
55095,48.4,26.5
55097,87.4,37.5
55099,11.3,8.9
55101,587.7,247.1
55103,30.7,15.1
55105,223.3,95.3
55107,16.2,9.7
55109,116.8,47
55111,74.6,35.8
55113,13.2,12.7
55115,47,23.2
55117,225.9,99.3
55119,21.2,10.9
55121,39.3,17.2
55123,37.6,17.3
55125,25,29.3
55127,184.2,92.8
55129,20,16.3
55131,306.2,127
55133,709.4,292.7
55135,70.1,34
55137,39.1,23.7
55139,384.3,168.8
55141,94.2,43
56001,8.5,4.2
56003,3.7,1.7
56005,9.6,3.9
56007,2,1.1
56009,3.3,1.5
56011,2.5,1.3
56013,4.4,1.9
56015,6,2.7
56017,2.4,1.3
56019,2.1,1.1
56021,34.2,15.1
56023,4.4,2.2
56025,14.1,6.3
56027,0.9,0.5
56029,4.1,2
56031,4.2,2.2
56033,11.5,5.5
56035,2.1,1.2
56037,4.2,1.8
56039,5.3,3.2
56041,10.1,4.2
56043,3.8,1.7
56045,3,1.5
72001,292.1,121.8
72003,1360,591.8
72005,1668.5,778.3
72007,952.6,381.9
72009,827.2,332.4
72011,744.8,324.7
72013,765.7,343.4
72015,1304.3,591.4
72017,1327.6,572
72019,885.1,332.9
72021,4695.3,1941.6
72023,723.5,429.2
72025,2438.6,1030.3
72027,758.5,311.3
72029,1449.8,592.5
72031,3900.3,1761.7
72033,5808.6,2312.5
72035,926.5,403.1
72037,469.5,267.1
72039,282.3,116.3
72041,1207.1,474.8
72043,519.3,214.3
72045,731.6,284.9
72047,872.4,328.8
72049,156.4,137.9
72051,1653,722.7
72053,1238.7,649.3
72054,833.7,337.8
72055,524.3,260.9
72057,698,303.3
72059,510.5,206.4
72061,3550.7,1523.4
72063,1626.9,649.3
72065,1004.1,415.6
72067,1520.6,686.1
72069,1306.4,627.9
72071,825.1,384.5
72073,373.7,146.9
72075,841.9,332.1
72077,1521,631.1
72079,429.6,206.8
72081,500.5,210.8
72083,213.1,86
72085,1141.5,479.6
72087,1552.2,655.2
72089,777.5,424.9
72091,977.5,426.8
72093,171.4,74.8
72095,580.3,263.3
72097,1147.3,551.5
72099,796.7,333.7
72101,838.9,318.5
72103,517.2,232.8
72105,1109.5,411.7
72107,368.2,145.5
72109,412.8,200.4
72111,544.2,206.6
72113,1449.3,606.7
72115,1142.7,474.1
72117,1063.8,678.5
72119,895.8,400.8
72121,705.1,305.8
72123,448,207.3
72125,651.9,292.1
72127,8262.3,4178.2
72129,773.1,324.4
72131,602.5,265.5
72133,684.1,281.4
72135,2741.5,999.6
72137,3855.7,1572.5
72139,3604.4,1459
72141,292,125
72143,1440.8,613.2
72145,1301.1,553.9
72147,183.2,109.1
72149,731.6,272.5
72151,687.2,286.1
72153,616.5,264.3
