,county,state,cases,deaths,POP_ESTIMATE_2018,total_state_pop,Active.Physicians.per.100.000.Population..2018..AAMC.,Total.Active.Patient.Care.Physicians.per.100.000.Population..2018..AAMC.,Active.Primary.Care.Physicians.per.100.000.Population..2018..AAMC.,Active.Patient.Care.Primary.Care.Physicians.per.100.000.Population..2018..AAMC.,Active.General.Surgeons.per.100.000.Population..2018..AAMC.,Active.Patient.Care.General.Surgeons.per.100.000.Population..2018..AAMC.,Percentage.of.Active.Physicians.Who.Are.Female..2018..AAMC.,Percentage.of.Active.Physicians.Who.Are.International.Medical.Graduates..IMGs...2018..AAMC.,Percentage.of.Active.Physicians.Who.Are.Age.60.or.Older..2018..AAMC.,MD.and.DO.Student.Enrollment.per.100.000.Population..AY.2018.2019..AAMC.,Student.Enrollment.at.Public.MD.and.DO.Schools.per.100.000.Population..AY.2018.2019..AAMC.,Percentage.Change.in.Student.Enrollment.at.MD.and.DO.Schools..2008.2018..AAMC.,Percentage.of.MD.Students.Matriculating.In.State..AY.2018.2019..AAMC.,Total.Residents.Fellows.in.ACGME.Programs.per.100.000.Population.as.of.December.31..2018..AAMC.,Total.Residents.Fellows.in.Primary.Care.ACGME.Programs.per.100.000.Population.as.of.Dec..31..2018..AAMC.,Percentage.of.Residents.in.ACGME.Programs.Who.Are.IMGs.as.of.December.31..2018..AAMC.,Ratio.of.Residents.and.Fellows..GME..to.Medical.Students..UME...AY.2017.2018..AAMC.,Percent.Change.in.Residents.and.Fellows.in.ACGME.Accredited.Programs..2008.2018..AAMC.,Percentage.of.Physicians.Retained.in.State.from.Undergraduate.Medical.Education..UME...2018..AAMC.,All.Specialties..AAMC.,State.Local.Government.hospital.beds.per.1000.people..2019.,Non.profit.hospital.beds.per.1000.people..2019.,For.profit.hospital.beds.per.1000.people..2019.,Total.hospital.beds.per.1000.people..2019.,Total.nurse.practitioners..2019.,Total.physician.assistants..2019.,Total.Hospitals..2019.,Total.Primary.Care.Physicians..2019.,Surgery.specialists..2019.,Emergency.Medicine.specialists..2019.,Total.Specialist.Physicians..2019.,ICU.Beds,pop_fraction,Length.of.Life.rank,Quality.of.Life.rank,Health.Behaviors.rank,Clinical.Care.rank,Social...Economic.Factors.rank,Physical.Environment.rank,Adult.smoking.percentage,Adult.obesity.percentage,Excessive.drinking.percentage,Population.per.sq.mile,House.per.sq.mile,Share.of.Tests.with.Positive.COVID.19.Results,Number.of.Tests.with.Results.per.1.000.Population
1803,Jackson,North Carolina,0.5077665197221133,0.023080296351005145,43327.0,20767240.0,255.0,223.5,86.2,78.1,7.1,6.2,35.6,15.7,28.6,28.2,11.4,47.4,57.1,35.6,11.9,10.5,1.3,27.2,38.2,2.55026666974404,0.6,1.3,0.1,2.1,0.4542731726175364,0.40852804694532274,0.010786219055092666,1.290494066517414,0.15302948297828142,0.15996348094721535,1.442560494379948,0.20772266715904633,0.002086315,48.0,44.0,39.0,51.0,31.0,11.0,18.0,28.0,18.0,82.1,52.9,0.075151,20.1
1804,Johnston,North Carolina,1.0854816824966078,0.09374614530652522,202675.0,20767240.0,255.0,223.5,86.2,78.1,7.1,6.2,35.6,15.7,28.6,28.2,11.4,47.4,57.1,35.6,11.9,10.5,1.3,27.2,38.2,2.5502666697915384,0.6,1.3,0.1,2.1,0.45427317256691746,0.40852804707043294,0.01078621906500555,1.2904940668558036,0.15302948296533858,0.15996348094239543,1.4425604943875663,0.1184161835450845,0.009759361,10.0,19.0,53.0,78.0,12.0,80.0,18.0,37.0,18.0,213.4,85.5,0.075151,20.1
1805,Jones,North Carolina,2.0753346477119434,0.20753346477119436,9637.0,20767240.0,255.0,223.5,86.2,78.1,7.1,6.2,35.6,15.7,28.6,28.2,11.4,47.4,57.1,35.6,11.9,10.5,1.3,27.2,38.2,2.550266670125558,0.6,1.3,0.1,2.1,0.45427317256407596,0.4085280471100965,0.010786219051572067,1.290494066618242,0.15302948293037252,0.1599634809588046,1.4425604939296461,0.0,0.00046404800000000005,46.0,67.0,73.0,36.0,64.0,42.0,19.0,41.0,14.0,21.6,10.3,0.075151,20.1
1806,Lee,North Carolina,4.6377660613161495,0.03254572674607824,61452.0,20767240.0,255.0,223.5,86.2,78.1,7.1,6.2,35.6,15.7,28.6,28.2,11.4,47.4,57.1,35.6,11.9,10.5,1.3,27.2,38.2,2.5502666699212395,0.6,1.3,0.1,2.1,0.45427317255744326,0.4085280470936666,0.010786219065286729,1.2904940665885567,0.1530294829785849,0.159963480944477,1.4425604943695893,0.13018290698431295,0.0029590840000000003,80.0,51.0,43.0,68.0,47.0,54.0,17.0,33.0,16.0,227.0,94.7,0.075151,20.1
1807,Lenoir,North Carolina,2.2330998999571245,0.08932399599828499,55976.0,20767240.0,255.0,223.5,86.2,78.1,7.1,6.2,35.6,15.7,28.6,28.2,11.4,47.4,57.1,35.6,11.9,10.5,1.3,27.2,38.2,2.550266669644133,0.6,1.3,0.1,2.1,0.4542731726096899,0.4085280470201515,0.010786219058167784,1.290494066564242,0.15302948297484634,0.15996348093825924,1.442560494318994,0.25010718879519794,0.0026953990000000002,76.0,85.0,76.0,79.0,83.0,36.0,19.0,33.0,13.0,148.5,68.5,0.075151,20.1
1808,Lincoln,North Carolina,0.5013728064939715,0.0,83770.0,20767240.0,255.0,223.5,86.2,78.1,7.1,6.2,35.6,15.7,28.6,28.2,11.4,47.4,57.1,35.6,11.9,10.5,1.3,27.2,38.2,2.5502666694520713,0.6,1.3,0.1,2.1,0.45427317249612037,0.40852804703354423,0.010786219064104093,1.2904940670884564,0.1530294829891369,0.15996348095977078,1.4425604942103378,0.1193744777366599,0.004033757,33.0,18.0,35.0,33.0,11.0,66.0,16.0,37.0,17.0,262.7,112.9,0.075151,20.1
1809,Macon,North Carolina,0.08502196400736857,0.028340654669122858,35285.0,20767240.0,255.0,223.5,86.2,78.1,7.1,6.2,35.6,15.7,28.6,28.2,11.4,47.4,57.1,35.6,11.9,10.5,1.3,27.2,38.2,2.5502666699730767,0.6,1.3,0.1,2.1,0.4542731724528836,0.4085280470454868,0.010786219073260593,1.2904940666005382,0.15302948298143687,0.15996348094090973,1.4425604942610175,0.14170327334561428,0.00169907,54.0,33.0,19.0,26.0,40.0,12.0,16.0,29.0,15.0,65.8,49.0,0.075151,20.1
1810,Madison,North Carolina,0.04594954739695814,0.0,21763.0,20767240.0,255.0,223.5,86.2,78.1,7.1,6.2,35.6,15.7,28.6,28.2,11.4,47.4,57.1,35.6,11.9,10.5,1.3,27.2,38.2,2.5502666700363004,0.6,1.3,0.1,2.1,0.4542731725405505,0.4085280470523365,0.010786219041492441,1.2904940665349447,0.1530294829756927,0.1599634809539126,1.44256049441713,0.0,0.0010479489999999998,31.0,36.0,31.0,38.0,34.0,17.0,17.0,27.0,17.0,46.2,23.6,0.075151,20.1
1811,Martin,North Carolina,1.455604075691412,0.1323276432446738,22671.0,20767240.0,255.0,223.5,86.2,78.1,7.1,6.2,35.6,15.7,28.6,28.2,11.4,47.4,57.1,35.6,11.9,10.5,1.3,27.2,38.2,2.5502666701954038,0.6,1.3,0.1,2.1,0.45427317233470066,0.4085280470645318,0.010786219046358785,1.290494066428477,0.15302948299589783,0.15996348092276477,1.4425604944642936,0.2646552864893476,0.001091671,83.0,93.0,81.0,55.0,86.0,25.0,19.0,43.0,14.0,53.1,25.4,0.075151,20.1
1812,McDowell,North Carolina,0.6372645966554596,0.021974641263981364,45507.0,20767240.0,255.0,223.5,86.2,78.1,7.1,6.2,35.6,15.7,28.6,28.2,11.4,47.4,57.1,35.6,11.9,10.5,1.3,27.2,38.2,2.550266671061595,0.6,1.3,0.1,2.1,0.4542731724789593,0.40852804711363083,0.010786219065198761,1.2904940666271125,0.15302948298064034,0.15996348093699872,1.442560494209682,0.1977717713758323,0.002191288,52.0,74.0,67.0,52.0,23.0,16.0,19.0,40.0,16.0,102.1,47.2,0.075151,20.1
1813,Mecklenburg,North Carolina,2.0148075557111658,0.057592049006262906,1093901.0,20767240.0,255.0,223.5,86.2,78.1,7.1,6.2,35.6,15.7,28.6,28.2,11.4,47.4,57.1,35.6,11.9,10.5,1.3,27.2,38.2,2.5502666703842487,0.6,1.3,0.1,2.1,0.45427317252658145,0.4085280470536182,0.010786219063699549,1.2904940666477132,0.15302948301537342,0.15996348097314106,1.4425604940483643,0.15814959489021402,0.052674356,5.0,12.0,16.0,18.0,20.0,56.0,14.0,28.0,19.0,1755.5,760.7,0.075151,20.1
1814,Mitchell,North Carolina,0.3333333333333333,0.0,15000.0,20767240.0,255.0,223.5,86.2,78.1,7.1,6.2,35.6,15.7,28.6,28.2,11.4,47.4,57.1,35.6,11.9,10.5,1.3,27.2,38.2,2.55026667,0.6,1.3,0.1,2.1,0.4542731725333333,0.4085280470666667,0.010786219066666667,1.2904940666666667,0.153029483,0.15996348093333332,1.442560494,0.0,0.000722291,53.0,29.0,8.0,34.0,57.0,18.0,16.0,27.0,16.0,70.4,39.3,0.075151,20.1
1815,Montgomery,North Carolina,1.576766528546808,0.07333797807194456,27271.0,20767240.0,255.0,223.5,86.2,78.1,7.1,6.2,35.6,15.7,28.6,28.2,11.4,47.4,57.1,35.6,11.9,10.5,1.3,27.2,38.2,2.5502666700891057,0.6,1.3,0.1,2.1,0.45427317260093136,0.4085280470096439,0.010786219060540501,1.2904940665908842,0.1530294829672546,0.15996348095046017,1.4425604942979724,0.0,0.0013131739999999999,29.0,78.0,64.0,86.0,60.0,91.0,18.0,37.0,15.0,56.5,32.4,0.075151,20.1
1816,Moore,North Carolina,1.134958756409477,0.10133560325084615,98682.0,20767240.0,255.0,223.5,86.2,78.1,7.1,6.2,35.6,15.7,28.6,28.2,11.4,47.4,57.1,35.6,11.9,10.5,1.3,27.2,38.2,2.5502666697067347,0.6,1.3,0.1,2.1,0.45427317251373095,0.4085280470602542,0.010786219067307106,1.2904940668004297,0.1530294829857522,0.1599634809793073,1.4425604943150723,0.6890821021057538,0.004751811,28.0,17.0,9.0,6.0,13.0,74.0,14.0,26.0,16.0,126.5,63.0,0.075151,20.1
1817,Nash,North Carolina,1.414652825051055,0.03190946221919673,94016.0,20767240.0,255.0,223.5,86.2,78.1,7.1,6.2,35.6,15.7,28.6,28.2,11.4,47.4,57.1,35.6,11.9,10.5,1.3,27.2,38.2,2.5502666695030634,0.6,1.3,0.1,2.1,0.4542731725450987,0.4085280470345473,0.010786219069094624,1.2904940669673248,0.15302948296034716,0.1599634808968686,1.4425604939584753,0.22336623553437712,0.00452713,85.0,54.0,79.0,37.0,77.0,86.0,18.0,42.0,15.0,177.3,78.2,0.075151,20.1
1818,New Hanover,North Carolina,0.482189138689651,0.012915780500615653,232274.0,20767240.0,255.0,223.5,86.2,78.1,7.1,6.2,35.6,15.7,28.6,28.2,11.4,47.4,57.1,35.6,11.9,10.5,1.3,27.2,38.2,2.5502666699673666,0.6,1.3,0.1,2.1,0.4542731726323222,0.4085280470478831,0.01078621906455307,1.290494066490438,0.15302948298130659,0.15996348093200272,1.442560494502183,0.2453998295116974,0.011184635,18.0,26.0,28.0,5.0,32.0,57.0,16.0,26.0,21.0,1058.1,529.6,0.075151,20.1
1819,Northampton,North Carolina,6.200447245375076,0.45741004269160396,19676.0,20767240.0,255.0,223.5,86.2,78.1,7.1,6.2,35.6,15.7,28.6,28.2,11.4,47.4,57.1,35.6,11.9,10.5,1.3,27.2,38.2,2.550266670054889,0.6,1.3,0.1,2.1,0.4542731725452328,0.4085280470624111,0.010786219048587113,1.2904940663752795,0.15302948297418173,0.15996348094124824,1.4425604945110795,0.0,0.0009474539999999999,89.0,92.0,87.0,58.0,93.0,50.0,19.0,34.0,12.0,41.2,21.8,0.075151,20.1
1820,Onslow,North Carolina,0.2984576316628137,0.010117207852976736,197683.0,20767240.0,255.0,223.5,86.2,78.1,7.1,6.2,35.6,15.7,28.6,28.2,11.4,47.4,57.1,35.6,11.9,10.5,1.3,27.2,38.2,2.550266669870449,0.6,1.3,0.1,2.1,0.4542731725540385,0.40852804707536816,0.010786219062843038,1.2904940667634546,0.1530294829600927,0.1599634809265339,1.4425604943267756,0.07082045497083715,0.009518983,42.0,11.0,84.0,25.0,26.0,7.0,18.0,29.0,22.0,233.1,89.4,0.075151,20.1
1821,Orange,North Carolina,1.7667965513227006,0.23283365405027837,146027.0,20767240.0,255.0,223.5,86.2,78.1,7.1,6.2,35.6,15.7,28.6,28.2,11.4,47.4,57.1,35.6,11.9,10.5,1.3,27.2,38.2,2.550266669862423,0.6,1.3,0.1,2.1,0.4542731725639779,0.4085280470734864,0.010786219062228219,1.2904940668506508,0.15302948297232705,0.15996348093160853,1.4425604942921515,0.08902463243098879,0.007031604,1.0,4.0,3.0,1.0,3.0,46.0,14.0,23.0,18.0,336.2,139.7,0.075151,20.1
1822,Pamlico,North Carolina,0.6314127861089187,0.0,12670.0,20767240.0,255.0,223.5,86.2,78.1,7.1,6.2,35.6,15.7,28.6,28.2,11.4,47.4,57.1,35.6,11.9,10.5,1.3,27.2,38.2,2.5502666700868195,0.6,1.3,0.1,2.1,0.4542731725335438,0.40852804704025253,0.01078621910023678,1.2904940662983426,0.15302948295185478,0.15996348097868981,1.442560494080505,0.0,0.000610096,49.0,42.0,42.0,13.0,68.0,2.0,16.0,37.0,15.0,39.1,22.4,0.075151,20.1
1823,Pasquotank,North Carolina,2.043442064633316,0.12613839905143923,39639.0,20767240.0,255.0,223.5,86.2,78.1,7.1,6.2,35.6,15.7,28.6,28.2,11.4,47.4,57.1,35.6,11.9,10.5,1.3,27.2,38.2,2.5502666691894347,0.6,1.3,0.1,2.1,0.454273172633013,0.40852804712530594,0.010786219051943793,1.2904940667019853,0.15302948298392996,0.15996348094048793,1.4425604942102475,0.25227679810287845,0.001908727,50.0,50.0,80.0,39.0,72.0,30.0,18.0,39.0,16.0,179.2,74.2,0.075151,20.1
1824,Pender,North Carolina,0.6434799395128857,0.016086998487822142,62162.0,20767240.0,255.0,223.5,86.2,78.1,7.1,6.2,35.6,15.7,28.6,28.2,11.4,47.4,57.1,35.6,11.9,10.5,1.3,27.2,38.2,2.5502666693478333,0.6,1.3,0.1,2.1,0.4542731725169718,0.4085280470383836,0.010786219056658409,1.2904940666323477,0.1530294829799556,0.15996348093690682,1.4425604943534636,0.0,0.002993272,62.0,37.0,25.0,63.0,46.0,43.0,16.0,31.0,17.0,60.0,30.7,0.075151,20.1
1825,Perquimans,North Carolina,1.415586350767397,0.14900908955446282,13422.0,20767240.0,255.0,223.5,86.2,78.1,7.1,6.2,35.6,15.7,28.6,28.2,11.4,47.4,57.1,35.6,11.9,10.5,1.3,27.2,38.2,2.550266669646849,0.6,1.3,0.1,2.1,0.4542731725525257,0.4085280470868723,0.010786219043361644,1.290494066458054,0.15302948293845928,0.15996348092683654,1.442560493965132,0.0,0.000646306,43.0,23.0,37.0,45.0,56.0,23.0,17.0,34.0,14.0,54.4,28.3,0.075151,20.1
1826,Person,North Carolina,0.784671070949452,0.025311970030627483,39507.0,20767240.0,255.0,223.5,86.2,78.1,7.1,6.2,35.6,15.7,28.6,28.2,11.4,47.4,57.1,35.6,11.9,10.5,1.3,27.2,38.2,2.550266669197864,0.6,1.3,0.1,2.1,0.4542731726023237,0.40852804718151214,0.010786219075100616,1.290494066621105,0.15302948297770014,0.15996348095274257,1.4425604943427748,0.1518718201837649,0.0019023710000000001,75.0,63.0,59.0,27.0,49.0,71.0,18.0,29.0,15.0,100.6,46.4,0.075151,20.1
1827,Pitt,North Carolina,1.0115944284491478,0.011116422290649977,179914.0,20767240.0,255.0,223.5,86.2,78.1,7.1,6.2,35.6,15.7,28.6,28.2,11.4,47.4,57.1,35.6,11.9,10.5,1.3,27.2,38.2,2.5502666701868666,0.6,1.3,0.1,2.1,0.4542731725713396,0.40852804706693197,0.010786219065775869,1.2904940666096025,0.15302948297519925,0.159963480940894,1.4425604944584636,0.39463299131807417,0.008663356,25.0,66.0,66.0,8.0,63.0,65.0,17.0,36.0,17.0,257.9,115.0,0.075151,20.1
1828,Polk,North Carolina,1.4070156712435107,0.14555334530105282,20611.0,20767240.0,255.0,223.5,86.2,78.1,7.1,6.2,35.6,15.7,28.6,28.2,11.4,47.4,57.1,35.6,11.9,10.5,1.3,27.2,38.2,2.5502666702246373,0.6,1.3,0.1,2.1,0.4542731725777498,0.40852804706224827,0.01078621905778468,1.2904940667604676,0.1530294829945175,0.15996348095677068,1.4425604943961963,0.29110669060210564,0.000992477,15.0,7.0,4.0,44.0,9.0,26.0,14.0,33.0,15.0,86.3,48.1,0.075151,20.1
1829,Randolph,North Carolina,2.5741013316963257,0.04185530620644432,143351.0,20767240.0,255.0,223.5,86.2,78.1,7.1,6.2,35.6,15.7,28.6,28.2,11.4,47.4,57.1,35.6,11.9,10.5,1.3,27.2,38.2,2.5502666699220793,0.6,1.3,0.1,2.1,0.45427317256245164,0.40852804703141243,0.0107862190636968,1.2904940663127569,0.15302948294745067,0.1599634809662995,1.4425604941716488,0.08371061241288864,0.006902747,61.0,39.0,48.0,57.0,30.0,82.0,18.0,32.0,16.0,181.1,78.0,0.075151,20.1
1830,Richmond,North Carolina,2.183260186691024,0.044556330340633145,44887.0,20767240.0,255.0,223.5,86.2,78.1,7.1,6.2,35.6,15.7,28.6,28.2,11.4,47.4,57.1,35.6,11.9,10.5,1.3,27.2,38.2,2.5502666696370886,0.6,1.3,0.1,2.1,0.45427317263350186,0.4085280470960412,0.01078621906119812,1.29049406665627,0.15302948296834273,0.15996348094102966,1.442560494352485,0.0,0.002161433,88.0,95.0,94.0,97.0,88.0,62.0,21.0,39.0,14.0,98.4,43.8,0.075151,20.1
1831,Robeson,North Carolina,3.3376064810249484,0.07585469275056701,131831.0,20767240.0,255.0,223.5,86.2,78.1,7.1,6.2,35.6,15.7,28.6,28.2,11.4,47.4,57.1,35.6,11.9,10.5,1.3,27.2,38.2,2.550266670206552,0.6,1.3,0.1,2.1,0.45427317254666955,0.40852804704508044,0.010786219060767195,1.290494066645933,0.1530294829744142,0.1599634809718503,1.4425604941174686,0.18963673187641752,0.006348026999999999,99.0,100.0,100.0,100.0,96.0,69.0,24.0,39.0,13.0,141.3,55.6,0.075151,20.1
1832,Rockingham,North Carolina,0.4741426838681222,0.022053148086889404,90690.0,20767240.0,255.0,223.5,86.2,78.1,7.1,6.2,35.6,15.7,28.6,28.2,11.4,47.4,57.1,35.6,11.9,10.5,1.3,27.2,38.2,2.550266669974639,0.6,1.3,0.1,2.1,0.4542731725658838,0.4085280470834712,0.010786219064946522,1.2904940666005074,0.15302948296394311,0.15996348097915977,1.4425604939905172,0.09923916639100232,0.004366974,74.0,61.0,60.0,66.0,67.0,81.0,18.0,36.0,16.0,165.6,77.3,0.075151,20.1
1833,Rowan,North Carolina,3.5182851722331554,0.1840551599156178,141262.0,20767240.0,255.0,223.5,86.2,78.1,7.1,6.2,35.6,15.7,28.6,28.2,11.4,47.4,57.1,35.6,11.9,10.5,1.3,27.2,38.2,2.5502666697342526,0.6,1.3,0.1,2.1,0.45427317254463334,0.4085280470331724,0.010786219061035522,1.2904940663448061,0.1530294829465815,0.15996348097860713,1.4425604939757328,0.14158089224278292,0.006802156,73.0,69.0,55.0,64.0,62.0,53.0,17.0,38.0,16.0,270.7,117.7,0.075151,20.1
1834,Rutherford,North Carolina,2.3044922634902583,0.10474964834046628,66826.0,20767240.0,255.0,223.5,86.2,78.1,7.1,6.2,35.6,15.7,28.6,28.2,11.4,47.4,57.1,35.6,11.9,10.5,1.3,27.2,38.2,2.550266670158322,0.6,1.3,0.1,2.1,0.45427317256756355,0.40852804701762785,0.01078621906144315,1.2904940666806333,0.15302948298566427,0.15996348098045673,1.4425604942686978,0.2693562385897704,0.003217857,68.0,64.0,54.0,47.0,74.0,37.0,19.0,29.0,16.0,120.2,60.1,0.075151,20.1
1835,Sampson,North Carolina,2.7661647754062804,0.015716845314808412,63626.0,20767240.0,255.0,223.5,86.2,78.1,7.1,6.2,35.6,15.7,28.6,28.2,11.4,47.4,57.1,35.6,11.9,10.5,1.3,27.2,38.2,2.5502666692861404,0.6,1.3,0.1,2.1,0.4542731726023953,0.40852804702480117,0.010786219061389999,1.2904940665765567,0.1530294829786565,0.15996348096690033,1.4425604942947852,0.1257347625184673,0.0030637679999999997,70.0,77.0,74.0,94.0,76.0,72.0,19.0,35.0,14.0,67.1,28.8,0.075151,20.1
1836,Scotland,North Carolina,1.235277219189888,0.0,34810.0,20767240.0,255.0,223.5,86.2,78.1,7.1,6.2,35.6,15.7,28.6,28.2,11.4,47.4,57.1,35.6,11.9,10.5,1.3,27.2,38.2,2.550266669922436,0.6,1.3,0.1,2.1,0.45427317265153694,0.4085280471128986,0.010786219074978455,1.290494066647515,0.15302948296466534,0.1599634809537489,1.4425604943981614,0.2298190175237001,0.0016761979999999998,96.0,99.0,99.0,71.0,100.0,84.0,23.0,40.0,14.0,113.4,47.7,0.075151,20.1
1837,Stanly,North Carolina,0.4832863471606927,0.0644381796214257,62075.0,20767240.0,255.0,223.5,86.2,78.1,7.1,6.2,35.6,15.7,28.6,28.2,11.4,47.4,57.1,35.6,11.9,10.5,1.3,27.2,38.2,2.5502666693515907,0.6,1.3,0.1,2.1,0.45427317261377365,0.4085280470398711,0.010786219057591622,1.2904940666935159,0.1530294829802658,0.15996348095046314,1.4425604942408379,0.16109544905356424,0.002989083,64.0,38.0,23.0,50.0,19.0,95.0,17.0,28.0,17.0,153.3,68.6,0.075151,20.1
1838,Stokes,North Carolina,0.3958915257219522,0.0,45467.0,20767240.0,255.0,223.5,86.2,78.1,7.1,6.2,35.6,15.7,28.6,28.2,11.4,47.4,57.1,35.6,11.9,10.5,1.3,27.2,38.2,2.550266670332329,0.6,1.3,0.1,2.1,0.4542731726306991,0.40852804715507945,0.010786219059977566,1.290494066685728,0.1530294829656674,0.15996348094222182,1.4425604944245276,0.0,0.0021893620000000003,67.0,28.0,26.0,83.0,54.0,58.0,16.0,33.0,16.0,105.6,48.8,0.075151,20.1
1839,Surry,North Carolina,0.6532495691332629,0.013898927002835381,71948.0,20767240.0,255.0,223.5,86.2,78.1,7.1,6.2,35.6,15.7,28.6,28.2,11.4,47.4,57.1,35.6,11.9,10.5,1.3,27.2,38.2,2.550266670373047,0.6,1.3,0.1,2.1,0.4542731725690777,0.4085280470617668,0.010786219060988493,1.2904940665480624,0.15302948295991547,0.15996348098626786,1.4425604936898873,0.13898927002835382,0.003464495,77.0,65.0,40.0,73.0,35.0,39.0,17.0,31.0,15.0,138.4,63.3,0.075151,20.1
1840,Swain,North Carolina,0.351000351000351,0.0,14245.0,20767240.0,255.0,223.5,86.2,78.1,7.1,6.2,35.6,15.7,28.6,28.2,11.4,47.4,57.1,35.6,11.9,10.5,1.3,27.2,38.2,2.55026666970867,0.6,1.3,0.1,2.1,0.45427317255177246,0.408528047034047,0.010786219094419095,1.2904940666900666,0.15302948297648294,0.15996348094068094,1.4425604942084942,0.0,0.0006859360000000001,98.0,79.0,86.0,89.0,70.0,9.0,22.0,31.0,16.0,26.5,16.5,0.075151,20.1
1841,Transylvania,North Carolina,0.20458863071752156,0.0,34215.0,20767240.0,255.0,223.5,86.2,78.1,7.1,6.2,35.6,15.7,28.6,28.2,11.4,47.4,57.1,35.6,11.9,10.5,1.3,27.2,38.2,2.550266669881631,0.6,1.3,0.1,2.1,0.4542731725851234,0.40852804705538504,0.010786219055969604,1.2904940666374396,0.15302948297530322,0.15996348092941692,1.442560494227678,0.11690778898144089,0.001647547,21.0,34.0,6.0,9.0,27.0,10.0,16.0,27.0,14.0,87.4,50.6,0.075151,20.1
1842,Tyrrell,North Carolina,0.9682885499878964,0.0,4131.0,20767240.0,255.0,223.5,86.2,78.1,7.1,6.2,35.6,15.7,28.6,28.2,11.4,47.4,57.1,35.6,11.9,10.5,1.3,27.2,38.2,2.550266669087388,0.6,1.3,0.1,2.1,0.45427317259743405,0.40852804696199463,0.010786219075284435,1.2904940665698375,0.1530294829339143,0.15996348099733723,1.4425604943113048,0.0,0.000198919,24.0,73.0,89.0,87.0,94.0,6.0,21.0,43.0,14.0,11.3,5.3,0.075151,20.1
1843,Union,North Carolina,1.3140715872289197,0.07206199026739238,235908.0,20767240.0,255.0,223.5,86.2,78.1,7.1,6.2,35.6,15.7,28.6,28.2,11.4,47.4,57.1,35.6,11.9,10.5,1.3,27.2,38.2,2.5502666700578187,0.6,1.3,0.1,2.1,0.45427317259270567,0.4085280470776743,0.010786219064211473,1.2904940667548368,0.15302948297641453,0.15996348093324514,1.4425604943452532,0.0593451684554996,0.011359622,4.0,6.0,11.0,28.0,2.0,88.0,15.0,32.0,19.0,318.7,115.4,0.075151,20.1
1844,Vance,North Carolina,3.8804898838096094,0.3588892378089812,44582.0,20767240.0,255.0,223.5,86.2,78.1,7.1,6.2,35.6,15.7,28.6,28.2,11.4,47.4,57.1,35.6,11.9,10.5,1.3,27.2,38.2,2.5502666704050965,0.6,1.3,0.1,2.1,0.4542731725808622,0.408528046969629,0.010786219057018528,1.290494066663676,0.15302948297519178,0.15996348093400925,1.4425604943699253,0.4486115472612265,0.002146747,100.0,97.0,95.0,69.0,95.0,87.0,20.0,34.0,13.0,179.2,79.2,0.075151,20.1
1845,Wake,North Carolina,0.9887348313886689,0.02288738035621919,1092305.0,20767240.0,255.0,223.5,86.2,78.1,7.1,6.2,35.6,15.7,28.6,28.2,11.4,47.4,57.1,35.6,11.9,10.5,1.3,27.2,38.2,2.5502666700234826,0.6,1.3,0.1,2.1,0.45427317251134064,0.4085280470198342,0.010786219059694865,1.2904940662177689,0.15302948297407779,0.15996348098745314,1.4425604945505146,0.1602116624935343,0.052597505,2.0,1.0,1.0,3.0,1.0,77.0,12.0,25.0,20.0,1078.8,445.2,0.075151,20.1
1846,Warren,North Carolina,1.1612056343716868,0.0,19807.0,20767240.0,255.0,223.5,86.2,78.1,7.1,6.2,35.6,15.7,28.6,28.2,11.4,47.4,57.1,35.6,11.9,10.5,1.3,27.2,38.2,2.5502666698641896,0.6,1.3,0.1,2.1,0.4542731725652547,0.40852804705407175,0.010786219063967286,1.2904940667440803,0.15302948296056948,0.1599634809410814,1.4425604942697028,0.0,0.0009537619999999999,65.0,89.0,85.0,93.0,92.0,61.0,19.0,41.0,13.0,48.9,27.6,0.075151,20.1
1847,Washington,North Carolina,2.108103550046378,0.2529724260055654,11859.0,20767240.0,255.0,223.5,86.2,78.1,7.1,6.2,35.6,15.7,28.6,28.2,11.4,47.4,57.1,35.6,11.9,10.5,1.3,27.2,38.2,2.5502666700396324,0.6,1.3,0.1,2.1,0.45427317252719446,0.40852804705287127,0.01078621907412092,1.2904940669533687,0.15302948300868538,0.15996348098490598,1.442560494139472,0.0,0.000571044,78.0,90.0,83.0,70.0,97.0,55.0,19.0,42.0,12.0,38.0,18.6,0.075151,20.1
1848,Watauga,North Carolina,0.1608722852801859,0.0,55945.0,20767240.0,255.0,223.5,86.2,78.1,7.1,6.2,35.6,15.7,28.6,28.2,11.4,47.4,57.1,35.6,11.9,10.5,1.3,27.2,38.2,2.5502666708374293,0.6,1.3,0.1,2.1,0.4542731725802127,0.40852804701045675,0.010786219072303154,1.2904940666726248,0.15302948297434982,0.15996348093663418,1.4425604942354098,0.178746983644651,0.002693906,3.0,43.0,24.0,24.0,7.0,60.0,18.0,17.0,19.0,163.4,102.8,0.075151,20.1
